-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 03/01/2021 through 05/31/2021 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,PS,WS10M,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN
52.75,36.25,2021,112,99.06,4.84,1.02,85.41,13.6,2.43
52.75,36.75,2021,112,99.06,4.54,0.85,86.76,13.48,2.3
52.75,37.25,2021,112,99.11,4.26,0.62,88.03,13.3,2.04
52.75,37.75,2021,112,99.22,4.02,0.46,88.88,13.19,1.7
52.75,38.25,2021,112,99.38,3.83,0.37,89.26,13.19,1.35
52.75,38.75,2021,112,99.59,3.71,0.3,89.44,13.26,1.16
53.25,29.25,2021,112,99.27,5.06,1.6,89.86,13.33,5.31
53.25,29.75,2021,112,99.33,5.12,1.77,90.17,13.46,5.79
53.25,30.25,2021,112,99.37,5.15,1.9,90.16,13.51,5.99
53.25,30.75,2021,112,99.39,5.16,2.02,89.78,13.52,5.97
53.25,31.25,2021,112,99.39,5.2,2.17,89.03,13.64,5.92
53.25,31.75,2021,112,99.33,5.25,2.2,88.56,13.71,5.64
53.25,32.25,2021,112,99.25,5.18,2.09,88.27,13.63,5.31
53.25,32.75,2021,112,99.19,4.91,1.85,87.94,13.59,5.0
53.25,33.25,2021,112,99.17,4.67,1.58,87.64,13.64,4.7
53.25,33.75,2021,112,99.21,4.96,1.45,87.72,13.73,4.32
53.25,34.25,2021,112,99.21,5.28,1.39,87.84,13.47,3.95
53.25,34.75,2021,112,99.14,5.4,1.36,87.54,13.31,3.62
53.25,35.25,2021,112,99.09,5.39,1.3,86.88,13.3,3.34
53.25,35.75,2021,112,99.08,5.29,1.21,86.26,13.37,3.01
53.25,36.25,2021,112,99.09,5.11,1.12,86.41,13.37,2.51
53.25,36.75,2021,112,99.0,4.88,0.97,87.91,13.13,1.89
53.25,37.25,2021,112,98.97,4.67,0.75,89.16,12.89,1.55
53.25,37.75,2021,112,99.03,4.45,0.55,90.01,12.71,1.21
53.25,38.25,2021,112,99.2,4.25,0.41,90.44,12.61,0.76
53.25,38.75,2021,112,99.41,4.1,0.28,90.56,12.49,0.31
43.75,29.25,2021,113,101.79,5.07,1.39,88.53,12.91,10.87
43.75,29.75,2021,113,101.88,5.51,1.65,88.19,12.39,11.05
43.75,30.25,2021,113,101.9,5.61,1.77,87.24,12.08,11.14
43.75,30.75,2021,113,101.93,5.47,1.67,86.64,11.85,11.18
43.75,31.25,2021,113,101.95,5.25,1.45,86.34,11.71,11.11
43.75,31.75,2021,113,101.97,4.86,1.04,86.39,11.66,11.02
43.75,32.25,2021,113,101.98,4.58,0.59,87.4,11.58,10.99
43.75,32.75,2021,113,102.0,4.47,0.27,89.02,11.51,11.0
43.75,33.25,2021,113,102.02,4.51,0.12,90.78,11.46,10.99
43.75,33.75,2021,113,102.04,4.61,0.05,92.03,11.5,10.87
43.75,34.25,2021,113,102.06,4.97,0.39,92.71,11.36,10.75
43.75,34.75,2021,113,102.09,5.26,0.67,93.02,11.25,10.7
43.75,35.25,2021,113,102.11,5.52,1.08,92.75,11.25,10.72
43.75,35.75,2021,113,102.13,5.71,1.56,91.82,11.36,10.82
43.75,36.25,2021,113,102.16,5.79,1.79,90.34,11.51,11.01
43.75,36.75,2021,113,102.19,5.65,1.39,88.79,11.69,11.08
43.75,37.25,2021,113,102.22,5.31,1.02,87.96,11.87,11.04
43.75,37.75,2021,113,102.24,4.66,0.52,87.06,11.95,10.92
43.75,38.25,2021,113,102.23,3.8,0.03,85.28,12.1,10.74
43.75,38.75,2021,113,102.07,2.95,0.0,81.78,12.76,10.56
44.25,29.25,2021,113,101.74,5.43,3.13,89.26,13.09,10.05
44.25,29.75,2021,113,101.86,6.1,3.6,89.79,12.61,10.43
44.25,30.25,2021,113,101.88,6.42,3.67,89.36,12.3,10.65
44.25,30.75,2021,113,101.9,6.42,3.16,88.88,11.96,10.77
44.25,31.25,2021,113,101.92,6.26,2.46,88.78,11.64,10.79
44.25,31.75,2021,113,101.95,5.9,1.37,89.46,11.44,10.87
44.25,32.25,2021,113,101.97,5.59,0.62,91.03,11.29,10.82
44.25,32.75,2021,113,101.94,5.29,0.23,92.46,11.28,10.71
44.25,33.25,2021,113,101.64,4.91,0.09,92.74,11.51,10.36
44.25,33.75,2021,113,100.67,4.3,0.02,90.97,12.06,9.31
44.25,34.25,2021,113,101.05,4.23,0.1,92.09,11.7,9.73
44.25,34.75,2021,113,101.7,4.58,0.21,93.69,11.4,10.29
44.25,35.25,2021,113,102.09,5.07,0.4,94.11,11.3,10.66
44.25,35.75,2021,113,102.13,5.51,0.78,92.92,11.39,10.8
44.25,36.25,2021,113,102.16,5.77,1.49,90.88,11.52,10.96
44.25,36.75,2021,113,102.19,5.76,1.56,89.2,11.71,11.05
44.25,37.25,2021,113,102.06,5.25,1.32,87.71,12.05,10.67
44.25,37.75,2021,113,101.83,4.33,0.74,85.65,12.58,9.96
44.25,38.25,2021,113,101.46,3.22,0.1,82.61,13.43,8.84
44.25,38.75,2021,113,100.86,2.29,0.01,78.53,14.78,7.06
44.75,29.25,2021,113,101.67,5.26,4.35,87.71,13.96,8.6
44.75,29.75,2021,113,101.82,6.21,6.15,89.89,13.12,9.48
44.75,30.25,2021,113,101.85,6.82,6.93,90.82,12.38,9.96
44.75,30.75,2021,113,101.88,6.99,5.97,90.58,11.83,10.08
44.75,31.25,2021,113,101.9,6.91,4.37,90.53,11.4,10.12
44.75,31.75,2021,113,101.92,6.68,2.46,91.83,11.22,10.35
44.75,32.25,2021,113,101.94,6.41,1.1,93.19,11.15,10.5
44.75,32.75,2021,113,101.88,6.01,0.36,92.85,11.58,10.36
44.75,33.25,2021,113,101.46,5.4,0.12,89.52,12.75,9.55
44.75,33.75,2021,113,100.14,4.56,0.02,82.38,14.75,7.47
44.75,34.25,2021,113,99.39,4.01,0.02,83.4,14.09,6.5
44.75,34.75,2021,113,100.29,4.2,0.04,86.68,13.33,7.34
44.75,35.25,2021,113,101.37,4.81,0.09,90.08,12.53,8.75
44.75,35.75,2021,113,101.94,5.5,0.25,91.72,11.96,9.86
44.75,36.25,2021,113,102.03,5.87,0.66,89.97,12.06,10.16
44.75,36.75,2021,113,102.07,5.68,0.84,87.24,12.56,10.18
44.75,37.25,2021,113,101.77,5.05,0.8,83.71,13.61,9.04
44.75,37.75,2021,113,101.42,4.14,0.51,80.29,15.01,7.47
44.75,38.25,2021,113,101.12,3.18,0.11,77.72,16.4,5.89
44.75,38.75,2021,113,100.78,2.5,0.03,76.62,17.28,4.34
45.25,29.25,2021,113,101.6,4.47,4.35,85.74,15.02,6.32
45.25,29.75,2021,113,101.76,5.51,5.9,89.19,13.6,8.03
45.25,30.25,2021,113,101.82,6.4,6.74,91.44,12.18,9.14
45.25,30.75,2021,113,101.85,6.88,6.04,91.7,11.36,9.35
45.25,31.25,2021,113,101.87,7.04,4.16,91.75,10.98,9.35
45.25,31.75,2021,113,101.89,7.0,2.46,92.82,10.95,9.57
45.25,32.25,2021,113,101.85,6.76,1.18,93.0,11.36,9.88
45.25,32.75,2021,113,101.76,6.29,0.45,90.19,12.8,9.66
45.25,33.25,2021,113,101.55,5.65,0.19,84.01,15.18,8.6
45.25,33.75,2021,113,101.16,5.03,0.06,75.78,17.74,6.73
45.25,34.25,2021,113,100.08,4.49,0.03,73.33,17.63,4.88
45.25,34.75,2021,113,100.43,4.61,0.02,76.08,16.41,5.52
45.25,35.25,2021,113,101.25,5.17,0.04,81.81,14.54,7.29
45.25,35.75,2021,113,101.87,5.78,0.11,87.12,12.85,8.89
45.25,36.25,2021,113,101.92,5.88,0.24,87.34,12.58,9.05
45.25,36.75,2021,113,101.98,5.39,0.32,84.87,13.13,9.16
45.25,37.25,2021,113,101.87,4.8,0.33,80.31,14.71,8.12
45.25,37.75,2021,113,101.8,4.14,0.23,76.36,16.69,6.55
45.25,38.25,2021,113,101.83,3.52,0.07,74.26,18.28,5.2
45.25,38.75,2021,113,101.85,3.06,0.03,73.81,18.48,4.96
45.75,29.25,2021,113,101.2,3.82,4.08,86.22,14.87,4.18
45.75,29.75,2021,113,101.46,4.51,4.43,87.77,14.41,5.5
45.75,30.25,2021,113,101.66,5.39,4.89,89.58,13.06,7.01
45.75,30.75,2021,113,101.77,6.29,5.02,91.21,11.45,8.21
45.75,31.25,2021,113,101.84,6.9,4.02,92.16,10.78,8.73
45.75,31.75,2021,113,101.86,7.12,2.61,92.51,10.81,8.97
45.75,32.25,2021,113,101.81,6.84,1.47,91.6,11.6,9.25
45.75,32.75,2021,113,101.73,6.29,0.75,87.92,13.58,9.02
45.75,33.25,2021,113,101.63,5.68,0.42,82.02,16.25,8.17
45.75,33.75,2021,113,101.59,5.22,0.19,76.47,18.14,7.03
45.75,34.25,2021,113,101.63,4.83,0.12,72.47,18.61,6.39
45.75,34.75,2021,113,101.75,4.87,0.07,74.15,17.13,7.05
45.75,35.25,2021,113,101.9,5.29,0.06,79.5,14.66,8.2
45.75,35.75,2021,113,102.02,5.77,0.09,85.21,12.42,9.12
45.75,36.25,2021,113,102.0,5.7,0.16,86.66,11.9,9.13
45.75,36.75,2021,113,102.06,5.18,0.17,85.93,12.03,9.25
45.75,37.25,2021,113,102.11,4.71,0.17,83.11,13.16,8.99
45.75,37.75,2021,113,102.16,4.23,0.11,79.24,15.12,8.06
45.75,38.25,2021,113,102.15,3.74,0.04,75.56,17.25,6.68
45.75,38.75,2021,113,102.05,3.25,0.01,73.44,18.47,5.57
46.25,29.25,2021,113,100.67,3.64,3.91,86.53,14.37,3.11
46.25,29.75,2021,113,101.01,4.04,4.33,86.76,14.97,3.45
46.25,30.25,2021,113,101.32,4.7,4.77,87.61,14.31,4.61
46.25,30.75,2021,113,101.57,5.57,5.04,89.37,12.62,6.34
46.25,31.25,2021,113,101.72,6.43,4.66,91.09,11.48,7.45
46.25,31.75,2021,113,101.76,6.93,3.23,89.77,11.92,7.86
46.25,32.25,2021,113,101.75,6.61,2.09,87.21,13.16,8.07
46.25,32.75,2021,113,101.73,6.03,1.29,83.63,14.89,8.07
46.25,33.25,2021,113,101.71,5.5,0.81,79.68,16.63,7.81
46.25,33.75,2021,113,101.68,5.11,0.47,76.38,17.68,7.17
46.25,34.25,2021,113,101.71,4.85,0.32,73.82,18.1,6.8
46.25,34.75,2021,113,101.79,4.79,0.23,74.89,17.02,7.19
46.25,35.25,2021,113,101.88,5.08,0.2,78.98,14.94,8.06
46.25,35.75,2021,113,101.97,5.54,0.22,83.94,12.77,8.97
46.25,36.25,2021,113,102.02,5.68,0.27,86.06,11.88,9.33
46.25,36.75,2021,113,102.08,5.2,0.18,87.56,11.28,9.44
46.25,37.25,2021,113,102.11,4.8,0.12,86.49,11.85,9.46
46.25,37.75,2021,113,102.11,4.41,0.07,82.72,13.7,8.77
46.25,38.25,2021,113,102.08,3.98,0.03,77.7,16.21,7.4
46.25,38.75,2021,113,101.98,3.5,0.02,74.5,17.97,6.03
46.75,29.25,2021,113,100.43,3.67,3.74,85.42,14.15,3.06
46.75,29.75,2021,113,100.67,3.89,4.21,86.07,14.76,3.14
46.75,30.25,2021,113,100.89,4.26,4.35,86.82,14.69,3.47
46.75,30.75,2021,113,101.13,4.78,4.16,87.84,13.99,4.12
46.75,31.25,2021,113,101.33,5.47,3.88,89.06,13.16,4.9
46.75,31.75,2021,113,101.43,6.12,3.12,86.39,14.02,5.62
46.75,32.25,2021,113,101.42,6.13,2.45,82.53,15.43,6.3
46.75,32.75,2021,113,101.41,5.87,1.83,78.82,16.75,6.89
46.75,33.25,2021,113,101.4,5.57,1.3,76.01,17.62,7.15
46.75,33.75,2021,113,101.35,5.3,0.93,74.31,17.92,6.63
46.75,34.25,2021,113,101.35,4.94,0.81,72.71,18.07,6.02
46.75,34.75,2021,113,101.41,4.74,0.74,73.04,17.64,5.88
46.75,35.25,2021,113,101.47,4.84,0.69,75.01,16.68,6.11
46.75,35.75,2021,113,101.5,5.17,0.63,77.83,15.45,6.6
46.75,36.25,2021,113,101.48,5.42,0.57,80.28,14.43,7.29
46.75,36.75,2021,113,101.56,5.03,0.29,83.11,13.56,7.51
46.75,37.25,2021,113,101.73,4.7,0.14,84.39,13.14,8.09
46.75,37.75,2021,113,101.88,4.35,0.06,82.76,13.98,8.12
46.75,38.25,2021,113,101.96,4.01,0.04,79.08,15.76,7.53
46.75,38.75,2021,113,101.92,3.76,0.04,76.5,17.02,7.13
47.25,29.25,2021,113,100.14,3.88,3.23,84.28,13.62,2.93
47.25,29.75,2021,113,100.24,3.86,3.29,84.81,14.37,2.83
47.25,30.25,2021,113,100.41,3.98,3.18,85.67,14.67,2.77
47.25,30.75,2021,113,100.65,4.24,3.06,86.89,14.53,2.81
47.25,31.25,2021,113,100.84,4.68,3.25,87.94,14.09,3.01
47.25,31.75,2021,113,100.94,5.31,3.48,86.04,14.73,3.68
47.25,32.25,2021,113,100.97,5.74,3.41,82.68,15.94,4.8
47.25,32.75,2021,113,100.99,5.94,3.09,79.16,17.03,5.97
47.25,33.25,2021,113,101.01,5.97,2.62,76.34,17.65,6.71
47.25,33.75,2021,113,101.07,5.93,2.19,74.56,17.79,6.46
47.25,34.25,2021,113,101.15,5.67,2.17,73.49,17.74,6.05
47.25,34.75,2021,113,101.15,5.33,2.06,73.09,17.64,5.64
47.25,35.25,2021,113,101.06,5.04,1.89,73.05,17.51,5.13
47.25,35.75,2021,113,100.87,4.92,1.61,73.54,17.28,4.75
47.25,36.25,2021,113,100.57,5.09,1.08,75.22,16.69,5.08
47.25,36.75,2021,113,100.51,4.87,0.54,77.17,16.23,4.88
47.25,37.25,2021,113,100.76,4.56,0.25,79.21,15.58,5.32
47.25,37.75,2021,113,101.09,4.23,0.11,79.79,15.55,5.82
47.25,38.25,2021,113,101.37,3.96,0.06,78.69,16.21,6.18
47.25,38.75,2021,113,101.52,3.81,0.07,77.06,16.95,6.57
47.75,29.25,2021,113,99.7,4.07,3.29,83.48,12.15,2.59
47.75,29.75,2021,113,99.78,4.04,2.78,84.38,13.32,2.44
47.75,30.25,2021,113,99.99,4.05,2.45,85.09,14.17,2.43
47.75,30.75,2021,113,100.24,4.15,2.56,85.99,14.5,2.5
47.75,31.25,2021,113,100.33,4.38,3.32,87.34,13.87,2.56
47.75,31.75,2021,113,100.28,4.89,4.32,87.07,14.08,2.82
47.75,32.25,2021,113,100.38,5.36,5.04,85.16,15.27,3.62
47.75,32.75,2021,113,100.49,5.71,5.26,82.28,16.5,4.75
47.75,33.25,2021,113,100.58,5.91,4.97,79.18,17.32,5.7
47.75,33.75,2021,113,100.72,5.98,4.38,76.78,17.74,5.68
47.75,34.25,2021,113,100.82,5.9,4.07,75.73,17.69,5.58
47.75,34.75,2021,113,100.84,5.78,3.62,74.68,17.58,5.7
47.75,35.25,2021,113,100.74,5.56,3.2,73.73,17.57,5.66
47.75,35.75,2021,113,100.54,5.3,2.68,73.26,17.61,5.36
47.75,36.25,2021,113,100.27,5.25,1.66,73.94,17.44,4.91
47.75,36.75,2021,113,100.07,5.07,0.94,75.09,17.13,4.24
47.75,37.25,2021,113,100.07,4.75,0.48,76.03,16.98,3.71
47.75,37.75,2021,113,100.17,4.4,0.23,76.51,16.96,3.5
47.75,38.25,2021,113,100.34,4.08,0.14,76.45,17.04,3.64
47.75,38.75,2021,113,100.54,3.87,0.16,76.0,17.22,4.09
48.25,29.25,2021,113,99.24,4.22,3.69,82.6,9.9,2.45
48.25,29.75,2021,113,99.43,4.14,3.23,83.96,11.31,2.42
48.25,30.25,2021,113,99.65,4.13,2.96,85.12,12.72,2.41
48.25,30.75,2021,113,99.81,4.2,3.08,86.01,13.62,2.4
48.25,31.25,2021,113,99.77,4.33,3.89,86.41,13.71,2.38
48.25,31.75,2021,113,99.67,4.67,4.99,86.78,13.86,2.41
48.25,32.25,2021,113,99.8,5.05,6.37,86.67,14.6,2.78
48.25,32.75,2021,113,99.98,5.39,7.21,85.36,15.49,3.62
48.25,33.25,2021,113,100.12,5.68,7.2,82.94,16.31,4.66
48.25,33.75,2021,113,100.29,5.97,6.54,80.31,17.01,5.19
48.25,34.25,2021,113,100.35,5.93,5.39,78.61,17.33,4.97
48.25,34.75,2021,113,100.47,5.89,4.47,76.88,17.44,5.41
48.25,35.25,2021,113,100.5,5.83,3.64,75.28,17.51,5.89
48.25,35.75,2021,113,100.43,5.72,2.81,74.16,17.61,5.91
48.25,36.25,2021,113,100.36,5.51,1.94,74.03,17.71,5.15
48.25,36.75,2021,113,100.21,5.3,1.28,74.36,17.62,4.3
48.25,37.25,2021,113,100.02,5.07,0.77,74.74,17.43,3.65
48.25,37.75,2021,113,99.87,4.77,0.46,75.12,17.2,3.25
48.25,38.25,2021,113,99.82,4.42,0.34,75.45,16.98,3.09
48.25,38.75,2021,113,99.87,4.14,0.34,75.62,16.89,3.1
48.75,29.25,2021,113,98.91,4.34,3.57,81.53,8.79,2.43
48.75,29.75,2021,113,99.09,4.22,3.52,83.12,9.1,2.42
48.75,30.25,2021,113,99.27,4.16,3.48,84.88,10.04,2.39
48.75,30.75,2021,113,99.43,4.2,3.56,86.25,11.28,2.34
48.75,31.25,2021,113,99.51,4.3,3.93,86.5,12.24,2.28
48.75,31.75,2021,113,99.54,4.54,4.57,86.32,12.93,2.35
48.75,32.25,2021,113,99.67,4.96,5.77,86.15,13.73,2.85
48.75,32.75,2021,113,99.87,5.3,7.31,85.59,14.47,3.78
48.75,33.25,2021,113,100.09,5.5,8.65,84.52,15.16,4.81
48.75,33.75,2021,113,100.24,5.73,9.03,83.12,16.01,5.31
48.75,34.25,2021,113,100.42,5.94,7.27,81.05,16.71,5.4
48.75,34.75,2021,113,100.48,5.92,6.1,79.18,17.04,5.64
48.75,35.25,2021,113,100.42,5.86,4.88,77.47,17.16,5.69
48.75,35.75,2021,113,100.29,5.81,3.51,76.05,17.23,5.44
48.75,36.25,2021,113,100.21,5.64,2.4,75.25,17.35,4.98
48.75,36.75,2021,113,100.18,5.46,1.55,74.75,17.49,4.5
48.75,37.25,2021,113,100.14,5.26,0.98,74.36,17.5,4.2
48.75,37.75,2021,113,100.11,4.97,0.67,74.32,17.41,3.99
48.75,38.25,2021,113,100.09,4.6,0.57,74.66,17.25,3.79
48.75,38.75,2021,113,100.15,4.25,0.58,75.16,17.06,3.53
49.25,29.25,2021,113,98.79,4.31,3.17,80.49,8.99,2.46
49.25,29.75,2021,113,98.97,4.22,3.27,82.09,8.53,2.4
49.25,30.25,2021,113,99.17,4.16,3.23,83.55,8.53,2.35
49.25,30.75,2021,113,99.4,4.18,3.13,84.65,9.19,2.38
49.25,31.25,2021,113,99.66,4.29,3.13,85.38,10.09,2.58
49.25,31.75,2021,113,99.87,4.57,3.14,84.85,11.01,3.04
49.25,32.25,2021,113,100.03,5.02,3.69,84.25,11.99,3.79
49.25,32.75,2021,113,100.19,5.27,5.57,84.12,13.0,4.61
49.25,33.25,2021,113,100.33,5.24,8.46,84.42,14.08,5.23
49.25,33.75,2021,113,100.36,5.18,10.94,84.47,15.33,5.34
49.25,34.25,2021,113,100.44,5.47,11.33,83.42,16.19,5.59
49.25,34.75,2021,113,100.37,5.62,9.99,81.88,16.55,5.54
49.25,35.25,2021,113,100.19,5.73,7.73,80.12,16.64,5.09
49.25,35.75,2021,113,100.03,5.76,5.34,78.46,16.66,4.46
49.25,36.25,2021,113,100.05,5.57,3.64,77.28,16.8,4.26
49.25,36.75,2021,113,100.13,5.4,2.33,76.43,17.06,4.15
49.25,37.25,2021,113,100.2,5.19,1.39,75.88,17.2,4.12
49.25,37.75,2021,113,100.25,4.89,0.89,75.68,17.23,4.07
49.25,38.25,2021,113,100.29,4.51,0.81,75.88,17.16,3.92
49.25,38.75,2021,113,100.38,4.14,0.99,76.5,17.02,3.59
49.75,29.25,2021,113,98.94,4.23,3.04,79.34,9.3,2.56
49.75,29.75,2021,113,99.18,4.15,3.08,80.43,9.18,2.6
49.75,30.25,2021,113,99.43,4.12,2.95,81.19,8.98,2.64
49.75,30.75,2021,113,99.69,4.19,2.69,81.76,8.99,2.78
49.75,31.25,2021,113,99.93,4.42,2.41,82.31,9.74,3.21
49.75,31.75,2021,113,100.16,4.47,2.2,82.71,10.54,3.58
49.75,32.25,2021,113,100.27,4.64,2.38,83.22,11.17,3.84
49.75,32.75,2021,113,100.3,4.76,3.6,83.99,11.82,4.17
49.75,33.25,2021,113,100.26,4.8,6.15,84.82,12.72,4.6
49.75,33.75,2021,113,100.2,4.85,9.9,85.25,14.06,5.08
49.75,34.25,2021,113,100.11,5.12,13.61,85.5,15.2,5.3
49.75,34.75,2021,113,100.02,5.26,12.94,84.48,15.81,5.2
49.75,35.25,2021,113,99.89,5.43,10.15,82.82,16.08,4.69
49.75,35.75,2021,113,99.78,5.58,7.03,81.08,16.19,3.99
49.75,36.25,2021,113,99.88,5.39,4.9,79.66,16.34,3.6
49.75,36.75,2021,113,99.99,5.26,3.21,78.76,16.61,3.35
49.75,37.25,2021,113,100.03,5.06,1.92,78.25,16.77,3.31
49.75,37.75,2021,113,100.06,4.77,1.17,78.09,16.79,3.34
49.75,38.25,2021,113,100.09,4.4,0.99,78.24,16.67,3.34
49.75,38.75,2021,113,100.11,4.08,1.29,78.72,16.47,3.2
50.25,29.25,2021,113,99.29,4.32,2.91,77.92,9.67,2.7
50.25,29.75,2021,113,99.5,4.22,3.15,78.16,9.77,2.79
50.25,30.25,2021,113,99.73,4.17,3.18,78.49,9.75,2.95
50.25,30.75,2021,113,99.97,4.17,3.01,79.44,9.78,3.13
50.25,31.25,2021,113,100.14,4.21,2.75,80.84,10.37,3.26
50.25,31.75,2021,113,100.15,4.13,2.46,81.97,11.11,3.22
50.25,32.25,2021,113,100.11,4.16,2.32,83.04,11.58,3.11
50.25,32.75,2021,113,100.04,4.31,2.55,83.94,11.8,3.33
50.25,33.25,2021,113,99.98,4.53,3.73,84.65,12.02,3.93
50.25,33.75,2021,113,99.93,4.75,6.81,85.25,12.66,4.69
50.25,34.25,2021,113,99.85,5.02,10.62,86.05,13.88,4.91
50.25,34.75,2021,113,99.78,5.08,11.94,85.65,14.78,4.86
50.25,35.25,2021,113,99.67,5.12,11.21,84.58,15.37,4.51
50.25,35.75,2021,113,99.58,5.16,9.05,83.19,15.71,3.95
50.25,36.25,2021,113,99.6,5.13,6.25,81.72,15.9,3.4
50.25,36.75,2021,113,99.69,5.14,4.06,80.62,16.18,3.06
50.25,37.25,2021,113,99.74,4.98,2.51,80.03,16.24,2.86
50.25,37.75,2021,113,99.79,4.7,1.52,79.74,16.23,2.86
50.25,38.25,2021,113,99.85,4.36,1.04,79.58,16.2,3.01
50.25,38.75,2021,113,99.9,4.08,1.05,79.41,16.09,3.12
50.75,29.25,2021,113,99.62,4.56,2.11,77.46,9.92,2.66
50.75,29.75,2021,113,99.8,4.43,2.83,77.45,10.1,2.76
50.75,30.25,2021,113,99.98,4.31,3.41,77.5,10.29,2.96
50.75,30.75,2021,113,100.13,4.15,3.8,78.24,10.51,3.09
50.75,31.25,2021,113,100.19,3.89,4.06,80.09,10.94,2.78
50.75,31.75,2021,113,100.09,3.9,3.76,81.47,11.37,2.73
50.75,32.25,2021,113,99.98,4.02,3.34,82.34,11.74,2.77
50.75,32.75,2021,113,99.86,4.24,2.95,82.76,11.99,3.09
50.75,33.25,2021,113,99.77,4.51,3.05,83.01,12.1,3.69
50.75,33.75,2021,113,99.71,4.71,4.46,83.53,12.09,4.37
50.75,34.25,2021,113,99.65,4.99,6.66,84.08,13.04,4.61
50.75,34.75,2021,113,99.58,5.15,9.12,84.61,13.86,4.54
50.75,35.25,2021,113,99.49,5.12,10.72,84.9,14.5,4.3
50.75,35.75,2021,113,99.39,4.96,10.8,84.73,14.93,3.95
50.75,36.25,2021,113,99.28,4.76,9.18,83.91,15.16,3.54
50.75,36.75,2021,113,99.32,4.82,6.54,82.56,15.48,3.17
50.75,37.25,2021,113,99.41,4.84,4.11,81.41,15.62,2.89
50.75,37.75,2021,113,99.54,4.69,2.33,80.68,15.69,2.8
50.75,38.25,2021,113,99.69,4.39,1.3,80.22,15.78,2.88
50.75,38.75,2021,113,99.85,4.14,0.83,79.62,15.95,2.98
51.25,29.25,2021,113,99.82,4.77,1.28,78.59,9.82,2.33
51.25,29.75,2021,113,100.0,4.61,2.02,78.56,10.12,2.5
51.25,30.25,2021,113,100.1,4.44,2.96,78.29,10.51,2.73
51.25,30.75,2021,113,100.1,4.22,4.0,78.24,10.95,2.86
51.25,31.25,2021,113,100.07,3.95,4.94,79.31,11.43,2.5
51.25,31.75,2021,113,100.04,3.86,5.31,80.81,11.61,2.49
51.25,32.25,2021,113,99.95,3.93,4.97,81.9,11.79,2.66
51.25,32.75,2021,113,99.83,4.13,4.37,82.14,11.95,3.02
51.25,33.25,2021,113,99.71,4.41,3.94,81.71,12.04,3.52
51.25,33.75,2021,113,99.59,4.69,4.13,81.44,12.04,4.09
51.25,34.25,2021,113,99.5,4.95,5.2,81.74,12.72,4.39
51.25,34.75,2021,113,99.42,5.17,6.89,82.79,13.34,4.4
51.25,35.25,2021,113,99.33,5.23,9.01,84.18,13.88,4.12
51.25,35.75,2021,113,99.21,5.12,11.03,85.28,14.28,3.73
51.25,36.25,2021,113,99.05,4.9,12.09,85.28,14.55,3.57
51.25,36.75,2021,113,99.07,4.58,9.71,84.08,14.92,3.32
51.25,37.25,2021,113,99.17,4.61,6.62,82.82,15.22,3.06
51.25,37.75,2021,113,99.32,4.59,3.87,81.78,15.4,2.89
51.25,38.25,2021,113,99.53,4.43,1.99,80.97,15.53,2.82
51.25,38.75,2021,113,99.82,4.24,0.98,80.22,15.74,2.87
51.75,29.25,2021,113,99.93,4.86,1.43,80.06,9.47,2.02
51.75,29.75,2021,113,100.02,4.7,2.0,80.09,9.83,2.11
51.75,30.25,2021,113,100.05,4.5,2.68,79.82,10.18,2.37
51.75,30.75,2021,113,100.0,4.28,3.59,79.47,10.61,2.62
51.75,31.25,2021,113,99.92,4.07,4.85,79.5,11.25,2.52
51.75,31.75,2021,113,99.89,3.95,5.9,80.72,11.45,2.53
51.75,32.25,2021,113,99.79,3.92,6.27,82.31,11.52,2.6
51.75,32.75,2021,113,99.69,4.0,6.13,82.88,11.55,2.85
51.75,33.25,2021,113,99.59,4.21,5.69,82.35,11.58,3.29
51.75,33.75,2021,113,99.47,4.57,5.2,81.88,11.62,3.82
51.75,34.25,2021,113,99.37,4.78,5.25,81.82,12.0,4.13
51.75,34.75,2021,113,99.3,5.0,5.66,82.3,12.82,4.27
51.75,35.25,2021,113,99.22,5.15,7.19,83.58,13.51,3.96
51.75,35.75,2021,113,99.1,5.24,9.61,85.09,13.91,3.31
51.75,36.25,2021,113,98.96,5.32,11.72,85.44,14.3,2.78
51.75,36.75,2021,113,99.01,4.79,10.8,84.69,14.73,3.26
51.75,37.25,2021,113,99.09,4.52,8.68,83.88,15.07,3.11
51.75,37.75,2021,113,99.2,4.44,5.77,82.94,15.28,2.84
51.75,38.25,2021,113,99.37,4.44,2.91,81.98,15.4,2.68
51.75,38.75,2021,113,99.67,4.37,1.34,81.28,15.56,2.65
52.25,29.25,2021,113,99.93,4.87,1.73,81.43,8.91,1.68
